GeneID	interaction.padj	earlySig	middleSig	lateSig	RegulationOnDS	CNV_SW	GWAS_min_pvalue	1k_min_pvalue
AC201740.3_FG003	0.523934694	no	no	no	NA	noCNV	NA	NA
AC201767.3_FG003	0.409958164	no	no	no	NA	noCNV	NA	NA
AC201815.4_FG001	0.252948752	no	no	no	NA	noCNV	NA	0.626918295
AC202011.3_FG010	0.00720586	no	yes	no	DownOnDS	noCNV	NA	0.347775189
AC202073.4_FG001	0.034405064	no	no	no	DownOnDS	noCNV	0.454716622	0.454716622
AC202107.3_FG001	0.363460806	no	no	no	NA	noCNV	NA	0.054036876
AC202110.3_FG004	0.55305006	no	no	no	NA	DownCNV/PAV	NA	NA
AC202144.5_FG001	0.983274799	no	no	no	NA	noCNV	NA	0.110529953
AC202181.3_FG010	0.054032482	no	no	no	NA	noCNV	0.221193322	0.192491669
AC202185.4_FG004	3.71E-60	no	yes	yes	DownOnDS	noCNV	0.568423778	0.568423778
AC202432.3_FG006	0.056680565	no	no	no	NA	noCNV	NA	0.220861435
AC202435.3_FG001	0.000400641	no	no	no	UpOnDS	noCNV	0.203006851	0.203006851
AC202439.3_FG001	0.598984803	no	no	no	NA	noCNV	0.15144886	0.15144886
AC202439.3_FG006	0.000123181	no	no	yes	others	noCNV	0.40686121	0.40686121
AC202549.3_FG008	0.399007431	no	no	no	NA	noCNV	NA	NA
AC202707.3_FG002	0.679619899	no	no	no	NA	noCNV	0.467559479	0.467559479
AC202864.3_FG002	0.480196605	no	no	no	NA	noCNV	0.104516632	0.023592868
AC202915.3_FG002	0.139179483	no	no	no	NA	noCNV	0.156939928	0.156939928
AC202950.3_FG008	0.671616584	no	no	no	NA	noCNV	NA	NA
AC203031.3_FG002	0.259536391	no	no	no	NA	noCNV	0.527182632	0.464154143
AC203048.3_FG001	0.974214818	no	no	no	NA	noCNV	NA	NA
AC203173.3_FG004	0.417676709	no	no	no	NA	noCNV	0.031322098	0.031322098
AC203176.4_FG003	0.93330187	no	no	no	NA	noCNV	NA	NA
AC203278.4_FG004	0.185657561	no	no	no	NA	noCNV	NA	NA
AC203294.3_FG012	0.098843763	no	no	no	NA	noCNV	0.113224157	0.113224157
AC203307.4_FG001	0.41092244	no	no	no	NA	noCNV	0.461215245	0.088917486
AC203366.4_FG001	0.385259044	no	no	no	NA	noCNV	0.604344328	0.604344328
AC203394.3_FG004	0.716913289	no	no	no	NA	noCNV	0.023174575	0.023174575
AC203424.3_FG001	0.655873913	no	no	no	NA	noCNV	0.018229809	0.018229809
AC203535.4_FG001	0.38645655	no	no	no	NA	noCNV	0.019394249	0.019394249
AC203535.4_FG002	0.474949845	no	no	no	NA	noCNV	0.014832662	0.014832662
AC203535.4_FG004	0.08101912	no	no	no	NA	noCNV	0.311484532	0.311484532
AC203535.4_FG006	0.559738312	no	no	no	NA	noCNV	0.344090561	0.291234395
AC203570.4_FG005	0.003874543	no	no	no	UpOnDS	noCNV	0.072847228	0.072847228
AC203571.3_FG001	0.508028881	no	no	no	NA	noCNV	NA	0.157830258
AC203752.5_FG002	0.790400677	no	no	no	NA	noCNV	0.091183045	0.091183045
AC203754.4_FG008	0.020111615	no	no	yes	UpOnDS	noCNV	0.03089428	0.005386028
AC203761.3_FG002	0.59624407	no	no	no	NA	noCNV	0.563901169	0.563901169
AC203841.3_FG002	0.237302622	no	no	no	NA	noCNV	0.099971462	0.099971462
AC203841.3_FG009	0.760299151	no	no	no	NA	noCNV	0.0662214	0.0662214
AC203862.4_FG001	0.000389975	no	no	no	DownOnDS	noCNV	NA	0.049428776
AC203862.4_FG002	0.000405078	no	no	yes	UpOnDS	noCNV	0.024225379	0.024225379
AC203865.3_FG001	1.40E-09	no	no	no	UpOnDS	noCNV	0.065450219	0.065450219
AC203909.3_FG003	0.325066331	no	no	no	NA	noCNV	0.112839152	0.112839152
AC203957.3_FG004	0.056305826	no	no	no	NA	noCNV	0.155939812	0.155939812
AC203966.5_FG002	0.727392859	no	no	no	NA	DownCNV/PAV	NA	NA
AC203966.5_FG003	2.58E-20	no	yes	yes	DownOnDS	noCNV	0.30202838	0.30202838
AC203966.5_FG005	0.018587427	no	no	no	UpOnDS	noCNV	0.036615466	0.036615466
AC203972.3_FG001	1.36E-05	no	no	yes	DownOnDS	noCNV	0.160270766	0.160270766
AC203985.4_FG001	0.00041602	no	yes	no	UpOnDS	noCNV	0.10815312	0.10815312
AC203985.4_FG005	0.520068574	no	no	no	NA	noCNV	0.008662575	0.008662575
AC203986.3_FG013	0.110032499	no	no	no	NA	noCNV	NA	NA
AC203989.4_FG001	0.348187573	no	no	no	NA	noCNV	0.08634324	0.031880917
AC204048.3_FG002	0.230723127	no	no	no	NA	noCNV	NA	0.370055533
AC204050.4_FG006	0.024293729	no	yes	no	others	noCNV	0.167438296	0.167438296
AC204070.3_FG004	0.204898392	no	no	no	NA	noCNV	0.516374895	0.516374895
AC204212.4_FG001	0.787223926	no	no	no	NA	noCNV	NA	NA
AC204254.3_FG001	0.040409287	no	no	no	others	noCNV	0.070741815	0.070741815
AC204277.3_FG006	0.000148197	no	no	no	UpOnDS	noCNV	0.109693716	0.109693716
AC204292.4_FG002	0.41470979	no	no	no	NA	noCNV	0.238391845	0.238391845
AC204292.4_FG003	0.168805832	no	no	no	NA	noCNV	NA	0.681242013
AC204359.3_FG005	0.947789362	no	no	no	NA	noCNV	0.041315307	0.041315307
AC204387.3_FG002	0.119384966	no	no	no	NA	noCNV	NA	0.024402484
AC204472.3_FG002	0.857464711	no	no	no	NA	noCNV	0.220173853	0.084687622
AC204502.4_FG006	0.715619461	no	no	no	NA	noCNV	0.010709571	0.010709571
AC204515.4_FG006	0.067381673	no	no	no	NA	noCNV	0.150860487	0.150860487
AC204530.4_FG002	0.669691553	no	no	no	NA	noCNV	0.420973344	0.420973344
AC204530.4_FG003	0.606101553	no	no	no	NA	noCNV	NA	0.262028333
AC204530.4_FG006	0.000654973	no	no	no	UpOnDS	noCNV	0.326592051	0.326592051
AC204539.4_FG001	0.891196126	no	no	no	NA	DownCNV/PAV	0.850384155	0.850384155
AC204539.4_FG002	0.030162187	no	no	no	UpOnDS	noCNV	0.063116253	0.063116253
AC204539.4_FG003	0.168112136	no	no	no	NA	UpCNV	0.125934059	0.125934059
AC204611.4_FG001	0.863190154	no	no	no	NA	noCNV	0.123758034	0.123758034
AC204662.3_FG005	0.380582013	no	no	no	NA	noCNV	NA	NA
AC204711.3_FG002	0.027550343	no	no	no	UpOnDS	noCNV	0.124682398	0.124682398
AC204712.3_FG002	0.746235527	no	no	no	NA	noCNV	0.975269795	0.070246005
AC204717.3_FG005	0.890861801	no	no	no	NA	noCNV	0.436777741	0.436777741
AC204763.2_FG001	0.30358574	no	no	no	NA	noCNV	0.529911897	0.529911897
AC204772.2_FG002	0.361435538	no	no	no	NA	noCNV	NA	NA
AC204868.3_FG004	0.954097314	no	no	no	NA	noCNV	0.005576307	0.005576307
AC204891.4_FG001	0.610613942	no	no	no	NA	noCNV	0.091880257	0.091880257
AC204953.3_FG002	0.795035467	no	no	no	NA	noCNV	NA	NA
AC205008.4_FG002	0.096622959	no	no	no	NA	noCNV	0.23542874	0.23542874
AC205033.4_FG004	0.101508409	no	no	no	NA	noCNV	NA	NA
AC205057.3_FG002	0.519769273	no	no	no	NA	noCNV	0.740667027	0.515105842
AC205057.3_FG004	0.049305443	no	no	yes	UpOnDS	noCNV	0.687689768	0.339554265
AC205077.3_FG003	0.000951487	no	no	no	UpOnDS	noCNV	0.028173711	0.028173711
AC205122.4_FG003	0.419178871	no	no	no	NA	noCNV	0.029357951	0.029357951
AC205122.4_FG010	0.038755459	no	no	no	DownOnDS	noCNV	NA	NA
AC205154.3_FG005	0.165070309	no	no	no	NA	noCNV	0.884107395	0.884107395
AC205250.3_FG004	0.985905302	no	no	no	NA	noCNV	NA	0.363819982
AC205274.3_FG001	0.004127357	no	yes	no	DownOnDS	noCNV	0.012335385	0.012335385
AC205320.3_FG004	0.864424846	no	no	no	NA	noCNV	0.028801644	0.028801644
AC205326.3_FG002	0.839699497	no	no	no	NA	noCNV	0.395248085	0.395248085
AC205336.3_FG003	0.066699944	no	no	no	NA	noCNV	NA	NA
AC205362.4_FG002	5.76E-05	no	no	yes	DownOnDS	noCNV	0.020651096	0.020651096
AC205376.4_FG003	0.442021726	no	no	no	NA	noCNV	0.089398228	0.013152361
AC205376.4_FG008	0.305247668	no	no	no	NA	noCNV	0.064067813	0.064067813
AC205413.4_FG001	1.41E-23	no	no	yes	others	noCNV	0.389238947	0.043219328
AC205413.4_FG002	0.019174583	no	no	no	others	noCNV	NA	0.618875817
AC205419.3_FG001	1.05E-06	no	no	no	DownOnDS	noCNV	0.341989417	0.161195195
AC205471.4_FG003	0.69324203	no	no	no	NA	noCNV	0.100641569	0.100641569
AC205471.4_FG007	2.23E-08	no	yes	yes	others	noCNV	0.204304655	0.204304655
AC205471.4_FG008	0.104814083	no	no	no	NA	DownCNV/PAV	NA	0.400348233
AC205500.3_FG002	0.320747282	no	no	no	NA	noCNV	0.155084757	0.155084757
AC205521.3_FG003	1.84E-12	no	yes	no	DownOnDS	noCNV	0.246554259	0.246554259
AC205534.3_FG002	0.995758902	no	no	no	NA	noCNV	NA	NA
AC205558.3_FG002	0.010552469	no	no	no	UpOnDS	noCNV	NA	NA
AC205574.3_FG006	0.044172452	no	no	yes	UpOnDS	noCNV	0.135022985	0.135022985
AC205592.3_FG001	0.529947013	no	no	no	NA	noCNV	NA	0.497483313
AC205608.4_FG004	0.91252371	no	no	no	NA	noCNV	0.585897327	0.34046347
AC205664.3_FG001	0.129584353	no	no	no	NA	noCNV	NA	NA
AC205673.3_FG006	0.736893089	no	no	no	NA	noCNV	0.172348535	0.057362836
AC205677.3_FG001	0.177559107	no	no	no	NA	DownCNV/PAV	0.018820691	0.018820691
AC205703.4_FG001	0.000149992	no	no	no	DownOnDS	noCNV	0.120744122	0.120744122
AC205703.4_FG002	6.70E-05	no	no	no	UpOnDS	noCNV	0.004542591	0.004542591
AC205703.4_FG005	0.392856069	no	no	no	NA	noCNV	0.162768505	0.162768505
AC205703.4_FG006	1.12E-05	no	no	yes	DownOnDS	noCNV	0.093150927	0.093150927
AC205703.4_FG010	0.111813145	no	no	no	NA	noCNV	0.250419642	0.250419642
AC205712.3_FG003	0.882248509	no	no	no	NA	noCNV	NA	NA
AC205725.3_FG010	0.019977884	no	no	yes	UpOnDS	noCNV	0.809184962	0.809184962
AC205730.3_FG002	0.061408577	no	no	no	NA	noCNV	0.532238347	0.532238347
AC205735.3_FG006	0.185284095	no	no	no	NA	noCNV	0.959380843	0.643684855
AC205853.3_FG014	0.665550583	no	no	no	NA	DownCNV/PAV	NA	0.196466189
AC205886.3_FG001	0.034078992	no	no	no	others	noCNV	NA	NA
AC205968.3_FG001	0.500839035	no	no	no	NA	noCNV	NA	0.744117229
AC205982.3_FG014	0.525749644	no	no	no	NA	noCNV	0.089608217	0.089608217
AC206030.4_FG001	0.000745227	no	no	no	DownOnDS	noCNV	NA	NA
AC206031.3_FG007	0.068267414	no	no	no	NA	noCNV	0.249053609	0.172058448
AC206165.3_FG007	0.012218356	no	no	no	others	noCNV	0.003162015	0.003162015
AC206165.3_FG019	0.216217588	no	no	no	NA	noCNV	NA	NA
AC206198.3_FG001	0.505215259	no	no	no	NA	noCNV	NA	NA
AC206201.3_FG004	0.005489041	no	yes	no	DownOnDS	noCNV	0.335225767	0.335225767
AC206223.3_FG001	6.77E-06	no	yes	no	DownOnDS	noCNV	0.166461487	0.166461487
AC206223.3_FG006	0.377296793	no	no	no	NA	noCNV	0.089809669	0.089809669
AC206223.3_FG007	0.375019655	no	no	no	NA	noCNV	NA	NA
AC206223.3_FG008	0.77075945	no	no	no	NA	noCNV	0.418156949	0.346511061
AC206223.3_FG010	8.55E-18	no	no	no	DownOnDS	noCNV	0.232211234	0.232211234
AC206259.3_FG003	0.000278247	no	no	yes	UpOnDS	noCNV	0.127444935	0.127444935
AC206265.3_FG006	0.708604171	no	no	no	NA	noCNV	NA	0.029069913
AC206273.3_FG004	0.054378442	no	no	no	NA	noCNV	NA	NA
AC206319.2_FG004	0.011161365	no	no	no	UpOnDS	noCNV	NA	0.870364759
AC206332.3_FG005	0.963341478	no	no	no	NA	noCNV	0.067260171	0.062233876
AC206425.3_FG002	0.00098683	yes	no	no	others	noCNV	0.250588418	0.250588418
AC206582.2_FG002	0.111608718	no	no	no	NA	noCNV	0.79713747	0.79713747
AC206642.4_FG001	0.125677396	no	no	no	NA	noCNV	0.011017948	0.011017948
AC206764.4_FG001	0.981866494	no	no	no	NA	noCNV	NA	NA
AC206764.4_FG003	0.782777408	no	no	no	NA	noCNV	NA	0.597762717
AC206768.3_FG005	0.191829111	no	no	no	NA	noCNV	NA	0.730280028
AC206780.3_FG004	0.934750071	no	no	no	NA	UpCNV	NA	0.019930677
AC206788.3_FG008	0.559230963	no	no	no	NA	noCNV	0.003189463	0.003189463
AC206788.3_FG015	6.64E-06	no	no	yes	others	noCNV	0.012384785	0.012384785
AC206840.3_FG002	0.152071987	no	no	no	NA	noCNV	0.730050403	0.325374258
AC206898.3_FG006	0.600414323	no	no	no	NA	noCNV	NA	0.676388581
AC206901.3_FG005	0.766748579	no	no	no	NA	noCNV	0.076519436	0.010970633
AC206951.3_FG016	0.867815156	no	no	no	NA	noCNV	0.162099639	0.162099639
AC206951.3_FG017	0.000632381	no	yes	no	UpOnDS	noCNV	0.016041781	0.016041781
AC206968.3_FG003	0.02772428	no	no	no	DownOnDS	noCNV	0.208168451	0.208168451
AC206989.4_FG002	0.27787549	no	no	no	NA	noCNV	0.130878052	0.027113566
AC207043.3_FG002	0.061909388	no	no	no	NA	noCNV	0.026182562	0.026182562
AC207206.3_FG001	0.019055917	no	no	no	DownOnDS	noCNV	NA	0.526784108
AC207225.3_FG003	0.896390081	no	no	no	NA	noCNV	0.790912188	0.790912188
AC207260.3_FG003	0.61538922	no	no	no	NA	noCNV	NA	NA
AC207265.3_FG002	0.086809407	no	no	no	NA	noCNV	0.067205975	0.067205975
AC207342.3_FG007	0.542565601	no	no	no	NA	noCNV	0.046684256	0.00495353
AC207342.3_FG008	0.042435207	no	yes	no	UpOnDS	noCNV	0.023924481	0.00495353
AC207347.3_FG005	0.102711824	no	no	no	NA	noCNV	0.172614118	0.172614118
AC207533.2_FG002	0.785508215	no	no	no	NA	noCNV	0.042045129	0.042045129
AC207628.4_FG003	0.942534203	no	no	no	NA	noCNV	0.778673993	0.778673993
AC207628.4_FG005	0.854172769	no	no	no	NA	noCNV	NA	NA
AC207628.4_FG009	0.877893677	no	no	no	NA	noCNV	0.019340121	0.019340121
AC207628.4_FG010	0.008826016	no	no	yes	DownOnDS	DownCNV/PAV	NA	0.103854637
AC207628.4_FG011	0.463889024	no	no	no	NA	noCNV	0.188952127	0.023212158
AC207652.3_FG001	0.453539454	no	no	no	NA	noCNV	0.602097553	0.602097553
AC207656.3_FG002	0.171963757	no	no	no	NA	noCNV	0.016922765	0.008892947
AC207722.2_FG009	0.000363768	no	no	yes	DownOnDS	noCNV	NA	0.015389944
AC207728.2_FG003	0.573072773	no	no	no	NA	noCNV	0.252564965	0.252564965
AC207755.3_FG005	0.005538013	no	no	yes	others	noCNV	0.521666755	0.515087398
AC207756.3_FG001	0.891871202	no	no	no	NA	noCNV	NA	0.030537168
AC207888.3_FG009	0.860872483	no	no	no	NA	noCNV	NA	0.591333782
AC207890.3_FG002	0.141745245	no	no	no	NA	noCNV	0.179990392	0.179990392
AC208023.3_FG001	0.492386532	no	no	no	NA	noCNV	0.019751748	0.019751748
AC208031.3_FG002	0.000213479	no	no	no	DownOnDS	noCNV	0.173833457	0.07206039
AC208110.2_FG001	0.430517794	no	no	no	NA	noCNV	NA	NA
AC208110.2_FG006	0.829540178	no	no	no	NA	noCNV	0.015447701	0.00595062
AC208110.2_FG007	0.133247377	no	no	no	NA	noCNV	0.00595062	0.00595062
AC208113.3_FG009	0.012812126	no	no	no	others	noCNV	0.244059111	0.17224742
AC208201.3_FG001	0.937157353	no	no	no	NA	noCNV	0.085681904	0.085681904
AC208201.3_FG002	0.000100268	no	yes	yes	others	noCNV	0.190242131	0.190242131
AC208201.3_FG003	3.68E-06	no	no	yes	DownOnDS	noCNV	0.431971665	0.431971665
AC208204.3_FG006	0.005289732	no	no	no	UpOnDS	DownCNV/PAV	0.06381765	0.06381765
AC208212.3_FG001	0.723305352	no	no	no	NA	noCNV	NA	NA
AC208221.3_FG002	0.706515085	no	no	no	NA	noCNV	0.034487344	0.034487344
AC208327.4_FG003	0.655376148	no	no	no	NA	noCNV	0.378050491	0.378050491
AC208327.4_FG006	0.001701886	no	no	no	UpOnDS	noCNV	0.331706973	0.331706973
AC208341.4_FG005	0.118007641	no	no	no	NA	noCNV	NA	0.590959484
AC208341.4_FG006	0.810664463	no	no	no	NA	noCNV	NA	NA
AC208346.3_FG004	0.249737524	no	no	no	NA	noCNV	0.8099597	0.8099597
AC208358.3_FG005	0.386086388	no	no	no	NA	noCNV	0.006414734	0.006414734
AC208436.3_FG007	0.000229966	no	yes	no	DownOnDS	noCNV	0.18205177	0.18205177
AC208440.3_FG003	0.109327735	no	no	no	NA	noCNV	0.049212315	0.039365685
AC208454.3_FG002	0.022990198	no	no	no	others	noCNV	NA	0.024098385
AC208571.4_FG001	0.34420619	no	no	no	NA	noCNV	0.30407592	0.050572186
AC208724.3_FG001	0.87592184	no	no	no	NA	noCNV	0.146716069	0.146716069
AC208897.3_FG003	0.033930656	no	no	no	DownOnDS	noCNV	NA	0.098250092
AC208897.3_FG004	1.26E-07	no	no	yes	DownOnDS	noCNV	NA	0.009809405
AC208905.3_FG004	0.640592427	no	no	no	NA	noCNV	NA	NA
AC209050.3_FG003	0.000115101	yes	yes	yes	others	noCNV	NA	0.413253271
AC209080.3_FG004	1.34E-11	no	no	no	UpOnDS	noCNV	0.067388024	0.067388024
AC209206.3_FG004	0.980396885	no	no	no	NA	noCNV	NA	NA
AC209206.3_FG011	0.032583796	no	yes	yes	DownOnDS	noCNV	0.05104317	0.05104317
AC209208.3_FG001	0.035708749	no	no	no	DownOnDS	noCNV	0.064767446	0.064767446
AC209208.3_FG002	0.574498257	no	no	no	NA	noCNV	0.071009515	0.071009515
AC209208.3_FG003	0.078489514	no	no	no	NA	noCNV	0.447094144	0.447094144
AC209208.3_FG005	0.052419827	no	no	no	NA	noCNV	0.305826733	0.305826733
AC209242.3_FG003	0.785842545	no	no	no	NA	noCNV	0.267983349	0.267983349
AC209257.4_FG003	0.045862456	no	no	no	UpOnDS	noCNV	0.196814334	0.196814334
AC209257.4_FG006	0.270285448	no	no	no	NA	noCNV	0.675511059	0.675511059
AC209257.4_FG008	0.086256601	no	no	no	NA	noCNV	0.347780551	0.078985685
AC209374.4_FG002	0.620257474	no	no	no	NA	noCNV	0.026860422	0.026860422
AC209460.3_FG002	0.862519643	no	no	no	NA	noCNV	0.513435917	0.513435917
AC209626.2_FG013	0.050266526	no	no	no	NA	noCNV	0.025984694	0.025984694
AC209636.2_FG003	4.94E-07	no	no	yes	DownOnDS	noCNV	NA	NA
AC209664.3_FG002	6.36E-20	no	yes	yes	DownOnDS	noCNV	0.006062983	0.006062983
AC209705.3_FG004	0.651218351	no	no	no	NA	noCNV	NA	NA
AC209718.1_FG009	0.59624407	no	no	no	NA	noCNV	0.109519743	0.102972959
AC209739.3_FG003	0.041651616	no	no	no	others	noCNV	0.311291277	0.122867245
AC209780.2_FG003	0.972726441	no	no	no	NA	noCNV	NA	NA
AC209784.3_FG007	3.99E-10	no	no	no	UpOnDS	noCNV	0.086382417	0.086382417
AC209784.3_FG011	0.948694429	no	no	no	NA	noCNV	0.039776605	0.039776605
AC209819.3_FG003	0.449319995	no	no	no	NA	noCNV	0.350322403	0.350322403
AC209819.3_FG005	0.003517025	no	yes	yes	DownOnDS	noCNV	0.687939062	0.590695097
AC209819.3_FG006	0.158589672	no	no	no	NA	noCNV	0.536985243	0.536985243
AC209819.3_FG009	0.639532963	no	no	no	NA	noCNV	0.424467261	0.424467261
AC209819.3_FG012	0.003132372	no	no	no	DownOnDS	noCNV	0.014191578	0.014191578
AC209835.4_FG004	0.060920082	no	no	no	NA	noCNV	0.391053351	0.391053351
AC209845.4_FG010	0.539303414	no	no	no	NA	noCNV	NA	NA
AC209858.4_FG002	0.026464505	no	no	yes	UpOnDS	noCNV	0.326212006	0.326212006
AC209858.4_FG004	0.397571992	no	no	no	NA	noCNV	0.479706347	0.278592905
AC209877.3_FG002	0.126633924	no	no	no	NA	noCNV	0.325154881	0.325154881
AC209898.2_FG004	0.848312359	no	no	no	NA	noCNV	0.275440589	0.028306251
AC209987.4_FG002	3.42E-12	no	no	yes	DownOnDS	noCNV	0.06629941	0.06629941
AC210003.2_FG004	5.69E-09	no	yes	no	DownOnDS	noCNV	0.197903232	0.155106179
AC210003.2_FG015	0.553528026	no	no	no	NA	noCNV	0.271166447	0.024215653
AC210009.3_FG008	0.966972075	no	no	no	NA	noCNV	NA	NA
AC210013.4_FG002	1.46E-06	no	no	yes	DownOnDS	noCNV	0.81634709	0.81634709
AC210013.4_FG003	0.795774529	no	no	no	NA	noCNV	0.037072932	0.037072932
AC210013.4_FG005	0.068583579	no	no	no	NA	noCNV	NA	NA
AC210013.4_FG006	5.54E-05	no	no	yes	DownOnDS	noCNV	NA	NA
AC210013.4_FG008	0.093515854	no	no	no	NA	noCNV	0.010468291	0.010468291
AC210013.4_FG009	0.149209622	no	no	no	NA	noCNV	0.113729303	0.113729303
AC210013.4_FG011	0.006032044	no	no	no	DownOnDS	noCNV	0.002090661	0.00200884
AC210013.4_FG012	0.276136865	no	no	no	NA	noCNV	0.058319122	0.058319122
AC210013.4_FG013	0.107163225	no	no	no	NA	noCNV	0.072973802	0.057430869
AC210013.4_FG014	0.573727566	no	no	no	NA	noCNV	0.337318226	0.036399646
AC210013.4_FG016	0.280878634	no	no	no	NA	noCNV	0.078216944	0.078216944
AC210013.4_FG017	0.209071316	no	no	no	NA	noCNV	0.143424757	0.143424757
AC210013.4_FG018	0.851998187	no	no	no	NA	noCNV	0.157289183	0.157289183
AC210013.4_FG019	0.207769336	no	no	no	NA	noCNV	0.00509989	0.00509989
AC210023.3_FG014	0.927139467	no	no	no	NA	noCNV	0.164588513	0.164588513
AC210023.3_FG015	0.773611956	no	no	no	NA	noCNV	0.701756015	0.617289804
AC210050.3_FG006	0.026980332	no	no	no	UpOnDS	noCNV	NA	0.101714234
AC210158.3_FG004	0.427456133	no	no	no	NA	noCNV	0.520656502	0.520656502
AC210163.3_FG005	0.002220415	no	yes	no	others	UpCNV	NA	0.895853499
AC210168.4_FG003	0.329686167	no	no	no	NA	DownCNV/PAV	0.248764775	0.248764775
AC210173.4_FG002	0.798810313	no	no	no	NA	noCNV	0.089015304	0.089015304
AC210173.4_FG005	0.107324599	no	no	no	NA	noCNV	0.107676212	0.107676212
AC210193.4_FG002	0.152594818	no	no	no	NA	noCNV	0.054334108	0.044987901
AC210199.4_FG003	0.303892059	no	no	no	NA	noCNV	0.559657065	0.559657065
AC210204.3_FG002	0.000445119	no	yes	yes	others	noCNV	0.098144313	0.098144313
AC210303.3_FG001	0.474992105	no	no	no	NA	noCNV	0.839780584	0.487716548
AC210314.3_FG006	0.02730812	no	no	no	others	noCNV	0.108667329	0.108667329
AC210517.3_FG003	1.24E-11	no	yes	no	DownOnDS	noCNV	0.134175048	0.134175048
AC210593.3_FG001	0.639552344	no	no	no	NA	noCNV	NA	NA
AC210595.3_FG004	0.18650121	no	no	no	NA	noCNV	0.393101138	0.350322577
AC210596.3_FG003	1.43E-05	no	no	no	others	DownCNV/PAV	0.200807975	0.200807975
AC210616.4_FG005	0.83899331	no	no	no	NA	noCNV	NA	0.364345299
AC210669.3_FG001	0.265883406	no	no	no	NA	noCNV	0.178545668	0.178545668
AC210731.3_FG002	0.572360888	no	no	no	NA	noCNV	NA	0.71704332
AC210816.3_FG006	0.47378514	no	no	no	NA	noCNV	0.047329368	0.047329368
AC210848.3_FG004	0.751263948	no	no	no	NA	noCNV	0.30201843	0.30201843
AC210892.4_FG006	0.561338705	no	no	no	NA	noCNV	NA	0.080874872
AC211164.5_FG003	2.22E-06	no	yes	no	UpOnDS	noCNV	0.242352346	0.242352346
AC211164.5_FG004	6.40E-05	no	no	no	DownOnDS	noCNV	0.919847502	0.919847502
AC211175.3_FG005	5.36E-05	no	no	no	DownOnDS	noCNV	0.009423454	0.009423454
AC211175.3_FG006	0.111174141	no	no	no	NA	noCNV	NA	NA
AC211276.4_FG008	0.01387125	no	yes	no	DownOnDS	noCNV	0.004675393	0.004675393
AC211325.4_FG003	0.635510614	no	no	no	NA	noCNV	NA	NA
AC211327.4_FG005	0.586985549	no	no	no	NA	noCNV	NA	0.845893401
AC211349.4_FG001	0.101509805	no	no	no	NA	noCNV	0.173520705	0.173520705
AC211357.4_FG004	0.788841909	no	no	no	NA	noCNV	0.120160354	0.120160354
AC211390.3_FG001	0.836591059	no	no	no	NA	noCNV	0.405119132	0.405119132
AC211394.4_FG004	0.173258283	no	no	no	NA	noCNV	0.00011714	0.00011714
AC211401.4_FG003	0.879799628	no	no	no	NA	noCNV	0.300652625	0.300652625
AC211474.3_FG006	0.001663741	no	no	no	DownOnDS	DownCNV/PAV	0.428580189	0.428580189
AC211532.3_FG001	0.361460605	no	no	no	NA	noCNV	0.250371792	0.250371792
AC211652.4_FG001	2.99E-14	no	no	yes	DownOnDS	noCNV	0.057141008	0.000262912
AC211652.4_FG002	2.96E-05	no	no	no	UpOnDS	noCNV	0.018405939	0.008099486
AC211737.3_FG012	0.371463402	no	no	no	NA	noCNV	0.589697445	0.589697445
AC211892.4_FG002	0.396522128	no	no	no	NA	DownCNV/PAV	0.480622664	0.480622664
AC212023.4_FG004	0.35577946	no	no	no	NA	noCNV	NA	0.532551581
AC212023.4_FG006	0.844150011	no	no	no	NA	DownCNV/PAV	NA	NA
AC212068.4_FG005	3.04E-09	no	yes	no	UpOnDS	noCNV	0.327787547	0.253793446
AC212112.4_FG002	0.097840525	no	no	no	NA	noCNV	0.186391757	0.06094643
AC212187.4_FG001	0.041118937	no	no	no	others	noCNV	NA	NA
AC212219.3_FG005	0.004026136	no	yes	yes	others	noCNV	0.439227648	0.439227648
AC212351.4_FG001	0.242093423	no	no	no	NA	noCNV	0.2678986	0.2678986
AC212353.4_FG004	0.000207476	no	no	no	DownOnDS	noCNV	0.004706688	0.00345243
AC212467.3_FG001	6.85E-06	no	no	no	DownOnDS	noCNV	NA	0.295975007
AC212565.3_FG001	0.000325699	no	yes	no	DownOnDS	noCNV	0.008362299	0.00399826
AC212565.3_FG002	0.810932906	no	no	no	NA	noCNV	NA	NA
AC212570.3_FG006	0.492409083	no	no	no	NA	noCNV	0.01571874	0.01571874
AC212684.3_FG012	0.063259977	no	no	no	NA	noCNV	0.290910444	0.185992578
AC212728.3_FG001	0.088790092	no	no	no	NA	noCNV	0.083460969	0.083460969
AC212754.3_FG004	0.940901306	no	no	no	NA	noCNV	0.116157456	0.04447375
AC212835.3_FG001	0.987948416	no	no	no	NA	noCNV	0.377710613	0.377710613
AC212835.3_FG002	0.025396122	no	no	yes	DownOnDS	noCNV	NA	NA
AC212835.3_FG007	0.858988614	no	no	no	NA	noCNV	0.270219307	0.270219307
AC212835.3_FG008	0.001164811	no	no	no	others	noCNV	NA	0.157659115
AC212859.3_FG007	0.919067777	no	no	no	NA	noCNV	0.121693936	0.065220141
AC212859.3_FG008	0.073600628	no	no	no	NA	noCNV	NA	0.608394496
AC213050.3_FG001	0.418474379	no	no	no	NA	noCNV	0.042686471	0.042686471
AC213050.3_FG002	0.275503988	no	no	no	NA	noCNV	NA	0.15883582
