GeneID	IDENTIFIER	BINCODE	NAME	Class	interaction.padj	DS3	DS4	DS5	DS6	DS7	DS8	DS9	DS10	DS11	DRW11	WW3	WW4	WW5	WW6	WW7	WW8	WW9	WW10	DAY3	DAY4	DAY5	DAY6	DAY7	DAY8	DAY9	DAY10
GRMZM2G072529	grmzm2g072529_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	2.57E-10	633.5	1000.5	884	547.5	1712	779.5	510.5	387	162.5	241	954	548	1852	2016.5	3067.5	774.5	2268.5	2604	-0.590644647	0.868473369	-1.066965824	-1.880922536	-0.841380642	0.009283784	-2.151755793	-2.750323977
GRMZM2G127668	grmzm2g127668_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.000417398	76	100	98	77	41	46	27	16	14	100	133	115.5	93.5	65.5	81.5	124	71	66	-0.807354922	-0.207892852	0.067815384	0.233363539	-0.99117615	-1.430634354	-1.394859617	-2.044394119
GRMZM2G007140	grmzm2g007140_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.011306155	84	74	66.5	46.5	60	67.5	37.5	18	28	52	72.5	68	78.5	47	74	67	60.5	70.5	0.212408333	0.121990524	-0.239338313	-0.015430041	-0.30256277	0.010726407	-0.690044547	-1.969626351
GRMZM2G162158	grmzm2g162158_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.002462579	22	25.5	31.5	43	89.5	96	66.5	57.5	29	104.5	53.5	51.5	48	48.5	34	56.5	132	170	-1.282035368	-1.014075185	-0.607682577	-0.173648087	1.396352936	0.764783538	-0.989111684	-1.563900885
GRMZM5G826389	grmzm5g826389_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.045224037	165	262.5	429.5	446.5	135.5	168.5	115	62	123.5	400	209	162.5	232	266.5	179.5	431	184	171	-0.341036918	0.691877705	0.888533326	0.744524642	-0.405690992	-1.354939278	-0.678071905	-1.463656204
GRMZM2G090675	grmzm2g090675_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.069696121	1600	1124	870	761	1067	1303	1065	694.5	303.5	818	1915.5	1287	1452	1032.5	1433.5	1229.5	1209	1595.5	-0.259649121	-0.195370018	-0.738954147	-0.440173423	-0.425981728	0.083765349	-0.182960814	-1.199962009
GRMZM2G166616	grmzm2g166616_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.626524579	8.5	14	8.5	3.5	9	7	10.5	13	2.5	5.5	14	6.5	19	20.5	22	8	30	27.5	-0.719892081	1.106915204	-1.160464672	-2.550197083	-1.289506617	-0.192645078	-1.514573173	-1.080919995
GRMZM2G382569	grmzm2g382569_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.219659154	2625.5	1355.5	1204.5	1171	2407.5	2467	1611.5	1442.5	1342.5	1074	2394.5	1054.5	1406	1354	1586	2042	2445	2452.5	0.13286776	0.362266018	-0.223162201	-0.209486663	0.602143027	0.272774849	-0.601430277	-0.765681818
GRMZM2G126732	grmzm2g126732_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.000139511	254	341	296	290.5	464	589	466.5	518	834	760	200	300	314	316	277	258	513.5	682	0.344828497	0.184809239	-0.085167383	-0.121386395	0.744238829	1.190896568	-0.138487195	-0.396819641
GRMZM2G166639	grmzm2g166639_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.0000343	2448	2096.5	1327	963.5	2268.5	2287.5	1622	2219	2411	1021.5	4062	2508	3004.5	3337.5	2954.5	1478	2870	2875	-0.730586682	-0.258554518	-1.178956551	-1.792411265	-0.381175339	0.630125474	-0.823276917	-0.373652289
GRMZM2G169207	grmzm2g169207_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.797509957	1135.5	646	684.5	598	684.5	711	649	597.5	583	543	1283	633.5	746	704	737.5	666	645	748	-0.176193464	0.028189546	-0.124125089	-0.235429944	-0.107592508	0.094327383	0.008919318	-0.324099557
GRMZM2G151440	grmzm2g151440_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.000688253	1269.5	1270.5	1287	1160	593.5	771.5	981.5	648.5	493.5	652	1165.5	1227	1170.5	987.5	1177	1102	1029	786.5	0.123311391	0.050261126	0.136887119	0.232272152	-0.987794385	-0.514386162	-0.068182809	-0.278340191
GRMZM2G121700	grmzm2g121700_t04	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.937239278	1071	2365	1544.5	387	633	553.5	400	593.5	969	783	2057.5	3271	2095	730.5	775	612	649	673	-0.941933951	-0.467891576	-0.439810373	-0.916550707	-0.291990811	-0.144948336	-0.698218478	-0.181358475
GRMZM2G046669	grmzm2g046669_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.052717756	10	13	1.5	1	15.5	5	7	21	12.5	10.5	7.5	12	6	10	14	10	36	22	0.415037499	0.115477217	-2	-3.321928095	0.146841388	-1	-2.362570079	-0.067114196
AC148152.3_FG005	ac148152.3_fgt005	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.536499147	1944.5	2390.5	2949	2695.5	1640.5	2071	1898	948	1049.5	1108	1043	1188	1249	845.5	921	2016	1294	977	0.898660077	1.00877757	1.239452345	1.67267625	0.832862532	0.038831915	0.552642375	-0.043471503
GRMZM2G159822	grmzm2g159822_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.633900594	33.5	31.5	37.5	34.5	21.5	38	32.5	24	42	28	39.5	31.5	23.5	23	25.5	25	28	24.5	-0.237691558	0	0.674229839	0.584962501	-0.246160587	0.604071324	0.215012891	-0.029747343
GRMZM5G807276	grmzm5g807276_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.757825733	10.5	8	11.5	19.5	1.5	0.5	1	0.5	0	1	11	2	5	1	1	0.5	0.5	0.5	-0.067114196	2	1.201633861	4.285402219	0.584962501	0	1	0
GRMZM2G414387	grmzm2g414387_t11	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.032566136	500.5	418	518	510	379	399.5	450.5	405.5	403	380.5	434.5	335	455.5	382	421	418.5	352.5	405	0.204013892	0.319341847	0.185501044	0.416924609	-0.151622385	-0.06703212	0.353903849	0.001780006
GRMZM2G363893	grmzm2g363893_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.915383038	31	33.5	45.5	59.5	93	80.5	72.5	78.5	60	68.5	31	34	36.5	47.5	59	68.5	92.5	71	0	-0.021373651	0.317970081	0.324962155	0.656515762	0.232884795	-0.351472371	0.144873629
GRMZM2G144668	grmzm2g144668_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.107941224	644.5	814.5	708.5	732.5	2157.5	3016	2742	2965	3529.5	604	483.5	402.5	791	1172	1505	2139	3008	2546	0.414664469	1.016925916	-0.158909842	-0.678071905	0.519597072	0.495699946	-0.133575996	0.219799686
GRMZM2G022836	grmzm2g022836_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.800663163	10.5	14	20	27	27	32	20	25.5	23.5	17	9.5	14	16	17.5	15	14.5	19	19.5	0.144389909	0	0.321928095	0.625604485	0.847996907	1.142019005	0.074000581	0.387023123
GRMZM2G703582	grmzm2g703582_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.037946277	148	163	132.5	77	112	155.5	104	93	134.5	63.5	125.5	124.5	152.5	121	78	100	83	63.5	0.237909812	0.388726222	-0.202816883	-0.652076697	0.521952703	0.63691458	0.325400287	0.550474124
GRMZM2G147882	grmzm2g147882_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.000348477	801	577.5	1059	1008	1311	1275	1265	1610	2043.5	961	930	571.5	1033	1330	1254.5	932.5	902	994	-0.215428474	0.015067448	0.035862335	-0.399930607	0.063555215	0.451321617	0.487938046	0.695742931
GRMZM2G320167	grmzm2g320167_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.79340028	7	5.5	5.5	11	14.5	15	12.5	13	4.5	5	7.5	6.5	10	5.5	11.5	9	9.5	6.5	-0.099535674	-0.2410081	-0.862496476	1	0.334419039	0.736965594	0.395928676	1
GRMZM2G025870	grmzm2g025870_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.001423818	772.5	1038	1014	817.5	983	1442.5	1138.5	1177.5	1902.5	805	727	858.5	930	916	742.5	741.5	677.5	582.5	0.087579569	0.273916404	0.124755031	-0.164128868	0.404800391	0.960052721	0.74884144	1.015397105
GRMZM2G426175	grmzm2g426175_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	0.007413078	164	206.5	137.5	185.5	219.5	259.5	241	357.5	486.5	98.5	150	175	151.5	190.5	182.5	192.5	219.5	140	0.128733314	0.23878686	-0.139886175	-0.038371811	0.266324476	0.430876093	0.134812207	1.352516415
GRMZM2G054361	grmzm2g054361_t01	17.5.1.1	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate synthase	ETH	0.002665421	45	38.5	19	14	39.5	23.5	20.5	18	3	10	108.5	51.5	53.5	49.5	57	22.5	51	95.5	-1.269698136	-0.419713986	-1.493539473	-1.822001698	-0.529109266	0.062735755	-1.314873337	-2.407503827
GRMZM5G894619	grmzm5g894619_t01	17.5.1.1	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate synthase	ETH	0.492994772	174.5	165	150.5	193	307.5	263.5	343.5	200	88.5	178.5	294	180.5	267	338.5	372	255	453	423.5	-0.752589119	-0.129532813	-0.827076255	-0.810554986	-0.274716211	0.047305715	-0.399200951	-1.08236197
GRMZM2G164405	grmzm2g164405_t01	17.5.1.1	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate synthase	ETH	0.564974992	139	115.5	65.5	67.5	181.5	177	303.5	199	103	41	162	82	108.5	144.5	290	143.5	436	307.5	-0.22090893	0.494197037	-0.728128231	-1.098110085	-0.676083352	0.302698623	-0.522631619	-0.62781798
GRMZM2G018006	grmzm2g018006_t01	17.5.1.1	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate synthase	ETH	0.110688063	731.5	547.5	639	554	732	904	840.5	830.5	729	779.5	551.5	503.5	665	660	821.5	934	938.5	981.5	0.407496979	0.120867186	-0.057538409	-0.252580048	-0.166416927	-0.047099777	-0.159108926	-0.2410081
GRMZM2G163015	grmzm2g163015_t01	17.5.1.1	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate synthase	ETH	0.474281315	3.5	5.5	8	1	2	12.5	8	8.5	4	1	5	1.5	2.5	1.5	1.5	3	2	4.5	-0.514573173	1.874469118	1.678071905	-0.584962501	0.415037499	2.058893689	2	0.91753784
GRMZM2G013448	grmzm2g013448_t01	17.5.1.2	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate oxidase	ETH	0.002870911	152.5	239.5	158	134	102.5	83	78	41.5	38.5	139.5	163	172	121.5	104.5	80	129.5	93.5	111.5	-0.096062722	0.477617091	0.378968245	0.358730058	0.357552005	-0.641768856	-0.261492241	-1.425860469
GRMZM2G007249	grmzm2g007249_t01	17.5.1.2	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate oxidase	ETH	0.005690238	1656.5	1564.5	806.5	453.5	682.5	855.5	814.5	1163.5	1681	686	2681	1905.5	1559	1601	784	803.5	859.5	992.5	-0.694633016	-0.28446795	-0.95087449	-1.819798852	-0.200024608	0.090469831	-0.077582941	0.229332203
GRMZM2G052422	grmzm2g052422_t01	17.5.1.2	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate oxidase	ETH	0.00000173	3620	5263.5	3581.5	2926.5	3190	4079	4107.5	7103	6798.5	4027.5	3774.5	4418	4443.5	3794	4419.5	2856.5	3074	2382	-0.060295849	0.25262903	-0.311132546	-0.3745434	-0.470326736	0.513966977	0.41814341	1.576255072
GRMZM2G123119	grmzm2g123119_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.000066	118.5	31	30.5	25.5	350.5	133.5	251.5	171.5	40	72	120	62	53.5	276.5	648.5	314.5	1029	971.5	-0.018147347	-1	-0.810729649	-3.438710328	-0.88769213	-1.236220275	-2.032612677	-2.502005419
GRMZM2G174449	grmzm2g174449_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.017671537	173.5	45	55.5	50.5	159.5	194	187	96.5	21.5	39	205	40.5	53	50.5	59.5	122	284	189	-0.240688247	0.152003093	0.066495412	0	1.42259485	0.669175505	-0.60285266	-0.969785387
GRMZM2G474326	grmzm2g474326_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.18319456	84.5	114.5	91	45.5	174.5	158	182.5	106.5	163	93	82	97.5	137	103.5	249	235.5	275.5	208	0.043327432	0.231873474	-0.590237443	-1.185692317	-0.512918706	-0.575802501	-0.594155855	-0.965730098
GRMZM2G089995	grmzm2g089995_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.912476278	5.5	6.5	3	6	8	8.5	8.5	8.5	5.5	1.5	7.5	4.5	4.5	6	10.5	6	14	15	-0.447458977	0.530514717	-0.584962501	0	-0.392317423	0.502500341	-0.719892081	-0.819427754
GRMZM2G049382	grmzm2g049382_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.29813564	233.5	204	231	223.5	200.5	195	192.5	173	156.5	295	198.5	229.5	245	240	237.5	264.5	255.5	271.5	0.234283543	-0.169925001	-0.084888898	-0.102759574	-0.244325277	-0.439793598	-0.408464845	-0.65018016
GRMZM2G068967	grmzm2g068967_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.000178967	524	160	76	128	348	519	1037	434.5	317	128.5	769	168.5	209.5	522	655.5	360	1153.5	680	-0.553416786	-0.074676686	-1.46287892	-2.027905997	-0.913508474	0.527737632	-0.15360211	-0.646178569
GRMZM2G018138	grmzm2g018138_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.972964243	19	13.5	11.5	6	10	12	14.5	12.5	28	11	23.5	14	15.5	9.5	7	12	12.5	18.5	-0.306661338	-0.05246742	-0.430634354	-0.662965013	0.514573173	0	0.214124805	-0.565597176
GRMZM2G381441	grmzm2g381441_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.98508304	3.5	3.5	8.5	4.5	54.5	5	17.5	27.5	1.5	8	13	5	9.5	9.5	94	8	46.5	37.5	-1.893084796	-0.514573173	-0.160464672	-1.078002512	-0.786404527	-0.678071905	-1.409875794	-0.447458977
GRMZM2G089010	grmzm2g089010_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.015086326	330.5	423.5	387	408.5	561	360.5	395	427	272.5	342	366	343.5	403	455.5	541	395	511.5	561	-0.147193377	0.302051871	-0.058446272	-0.157114976	0.052372177	-0.131853394	-0.372881587	-0.393764701
GRMZM2G102601	grmzm2g102601_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.088708712	378	333.5	347	354	469	443.5	432.5	365	280	384	301	303	309.5	311.5	370	360.5	402.5	471.5	0.328622747	0.138368968	0.164996253	0.184517197	0.342062652	0.298934845	0.10371135	-0.369361307
GRMZM2G004709	grmzm2g004709_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.131684436	466.5	219.5	326	324	296.5	328	325	277	172.5	231	391	194.5	283.5	295	351.5	376.5	328	346	0.254708474	0.174450785	0.201523229	0.135278859	-0.245492585	-0.19895405	-0.013256097	-0.320886062
GRMZM2G005435	grmzm2g005435_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.250919694	152.5	129.5	148	149.5	118.5	83.5	88.5	101	66	215.5	126.5	180	148.5	156.5	149	144.5	147	123.5	0.269671858	-0.475044809	-0.004865755	-0.066017173	-0.330425272	-0.79122139	-0.732066795	-0.290155749
GRMZM2G073979	grmzm2g073979_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.020863423	1042.5	1107.5	942.5	940.5	1109.5	1129	1109	906.5	1184	1168	827	921.5	923	922.5	1103.5	920	931.5	1006	0.334088149	0.265250628	0.030161971	0.027879033	0.007823038	0.29533972	0.251631691	-0.15025138
GRMZM2G065694	grmzm2g065694_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.240805004	398.5	362.5	358	374	488.5	514.5	527.5	540.5	565	413.5	318	344	442.5	435	563	450	601	596	0.325552959	0.07557243	-0.305717868	-0.217977131	-0.20477636	0.193246076	-0.188193897	-0.141017713
GRMZM2G026050	grmzm2g026050_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.507236541	210.5	57	152.5	183	135.5	143.5	158.5	140.5	64	134.5	183.5	67	130.5	148.5	162.5	196	171	154	0.19804017	-0.233199176	0.224759436	0.301380717	-0.262146867	-0.449802917	-0.109513485	-0.13236022
GRMZM2G020150	grmzm2g020150_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.020648673	873	648.5	526.5	504.5	730	769.5	1184.5	877.5	850	197	1160	669.5	1077	1114.5	1263	478	1059	950	-0.410071246	-0.045977481	-1.032512814	-1.143470442	-0.79088627	0.686910708	0.161575609	-0.114528388
GRMZM2G073668	grmzm2g073668_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.906513179	947	959.5	957	986.5	1012.5	976.5	1004.5	964	905	994	826	893.5	940	887.5	950.5	976.5	941.5	981	0.197222644	0.102815077	0.025858168	0.152571931	0.091163376	0	0.093444564	-0.02521999
GRMZM2G008326	grmzm2g008326_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.780982409	24	24.5	27	16	17.5	17	36.5	18.5	42	48.5	39	40	58	30.5	31.5	33.5	52	18	-0.700439718	-0.707218251	-1.103093493	-0.930737338	-0.847996907	-0.978626349	-0.510615159	0.039528364
GRMZM2G075368	grmzm2g075368_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.209602562	276	270	280	249	203.5	176.5	225	298.5	216	306	362	278.5	253.5	239	211.5	273	265.5	266	-0.39132143	-0.04471792	0.14344108	0.059135124	-0.055628869	-0.629232768	-0.23878686	0.166304686
GRMZM2G420801	grmzm2g420801_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.424970828	381.5	550.5	529.5	413	405.5	314	356.5	395	570	346	443.5	482	424	354.5	376	271	298.5	343.5	-0.217251047	0.191709417	0.320566419	0.220356154	0.108969253	0.212471708	0.256171145	0.201542554
GRMZM2G146028	grmzm2g146028_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.001493963	133	120	91	79.5	132.5	186.5	145	140.5	188	114	137	102.5	131	128.5	110	126.5	114	120	-0.042749647	0.227410496	-0.525628361	-0.692741594	0.268488836	0.560038246	0.347019076	0.227535725
GRMZM2G020016	grmzm2g020016_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.459164654	8.5	10.5	12	8.5	8.5	16	23	13	7.5	4	14	6.5	18.5	9.5	12	9.5	13.5	11	-0.719892081	0.691877705	-0.624490865	-0.160464672	-0.497499659	0.752072487	0.768674454	0.2410081
GRMZM2G052720	grmzm2g052720_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.012208957	165	309.5	201	169	203	251.5	358	222	178	86	186	183.5	490.5	165.5	219.5	122	223	179.5	-0.172836597	0.754159346	-1.287057635	0.030192029	-0.112741212	1.043677252	0.682915877	0.306575833
GRMZM2G060465	grmzm2g060465_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.453539454	3	7	9	10	10	2.5	12.5	11.5	7.5	6.5	6	4	7	10	6.5	7.5	7.5	8	-1	0.807354922	0.362570079	0	0.621488377	-1.584962501	0.736965594	0.523561956
AC194965.4_FG001	ac194965.4_fgt001	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.040509638	194.5	174.5	173	150	221.5	157.5	262.5	250.5	195	201	172	199.5	175	147	188	136.5	145	174	0.17736159	-0.19316171	-0.016582884	0.029146346	0.236574037	0.206450877	0.856264523	0.525723297
AC152495.1_FG012	ac152495.1_fgt012	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.800240887	42	35	45.5	69.5	73	43.5	46	68.5	65	63.5	36.5	36.5	36.5	47.5	55	44.5	54	45.5	0.202492864	-0.060541542	0.317970081	0.549085464	0.408464845	-0.032789935	-0.231325546	0.590237443
GRMZM2G340619	grmzm2g340619_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.784525541	20.5	19.5	17	27.5	15	33	26.5	39	53	21.5	23.5	12.5	16.5	21	17.5	20.5	20.5	23.5	-0.197036847	0.641546029	0.043068722	0.389042291	-0.222392421	0.686842115	0.37036845	0.730813367
GRMZM2G079653	grmzm2g079653_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.004624235	188	196	168.5	122.5	213.5	274.5	240.5	275.5	564.5	156.5	211	144.5	177.5	187	125	173.5	154.5	154.5	-0.166510337	0.439784162	-0.075070433	-0.610256521	0.772307975	0.661870486	0.638430056	0.834445481
GRMZM2G020054	grmzm2g020054_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	7.72E-08	363	65	38	100	243.5	568.5	1500	696.5	568.5	40.5	523.5	67	99	385.5	342	147.5	722	371.5	-0.528219989	-0.043721377	-1.381429107	-1.94673086	-0.490074553	1.946445395	1.054891758	0.906761142
GRMZM2G171569	grmzm2g171569_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.985588815	18.5	12.5	23	16	13	37	17.5	18	30.5	13.5	21.5	9	14	10	12.5	21.5	16.5	9.5	-0.216811389	0.473931188	0.716207034	0.678071905	0.056583528	0.783188611	0.084888898	0.921997488
GRMZM2G104260	grmzm2g104260_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.005675474	46.5	67	19	19.5	33.5	66	44.5	53	119.5	63.5	50.5	63	50	32	40.5	31	22.5	27	-0.119052672	0.088809267	-1.395928676	-0.714597781	-0.273760812	1.090197809	0.983880335	0.973032952
GRMZM2G071844	grmzm2g071844_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.000099	525.5	584	652	873	823.5	864.5	919.5	1096	1545.5	568	453	532	522	594	557	553	592	551.5	0.214179714	0.134542123	0.320822158	0.555518723	0.564091322	0.644586483	0.635252399	0.990815007
GRMZM2G060249	grmzm2g060249_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.38208926	11.5	22.5	30.5	19	23	36	41	42.5	55	24.5	20	24.5	19	22.5	19.5	24	28.5	19	-0.798366139	-0.122856748	0.682809824	-0.243925583	0.238159737	0.584962501	0.52466199	1.161463423
GRMZM2G438202	grmzm2g438202_t01	17.5.2	hormone metabolism.ethylene.signal transduction	ETH	0.0000378	329	664.5	476	220	398	687.5	979	1022.5	2257	308	553.5	409.5	542	557	401.5	293.5	544.5	452	-0.750495733	0.698405748	-0.187331278	-1.340173804	-0.012631557	1.22799921	0.846376811	1.177706165
GRMZM2G009837	grmzm2g009837_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.061644524	1	4	2	7	9.5	1	2	0.5	0	8.5	3	6.5	4.5	5.5	7	8.5	8	10.5	-1.584962501	-0.700439718	-1.169925001	0.347923303	0.440572591	-3.087462841	-2	-4.392317423
GRMZM2G163975	grmzm2g163975_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.148980382	21	22.5	41.5	36	13.5	7.5	7.5	4	4.5	46.5	30	33.5	29.5	38.5	31.5	30	33.5	18	-0.514573173	-0.574236094	0.492396382	-0.096861539	-1.222392421	-2	-2.159198595	-2.169925001
GRMZM2G074501	grmzm2g074501_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.109669006	9	9	19	13.5	8	16.5	7	7	13	15	8.5	15	9	16.5	11.5	14.5	21.5	17	0.08246216	-0.736965594	1.078002512	-0.289506617	-0.523561956	0.186413124	-1.618909833	-1.280107919
GRMZM2G089596	grmzm2g089596_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.01785794	122.5	122	137	138	162.5	146.5	75.5	91.5	122	313	169.5	128.5	168	153	151.5	195.5	151.5	179.5	-0.468503524	-0.074887212	-0.29428534	-0.148863386	0.101121924	-0.416267943	-1.004769244	-0.972140196
GRMZM2G018586	grmzm2g018586_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.012891291	773	642.5	746	688.5	711.5	699	506.5	456	454	644.5	850.5	676	810	783	952	828	908	859	-0.137842822	-0.073326792	-0.118746278	-0.185555653	-0.420097817	-0.244338312	-0.842130028	-0.913624307
GRMZM2G454022	grmzm2g454022_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.708272302	7.5	9.5	12.5	13	5	1.5	2.5	2.5	5.5	16	12.5	9.5	13	13.5	5	8	7	4.5	-0.736965594	0	-0.056583528	-0.054447784	0	-2.415037499	-1.485426827	-0.847996907
GRMZM2G005939	grmzm2g005939_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.236512936	146.5	143.5	162.5	124.5	188.5	136	94	132.5	168.5	280	266	180.5	314.5	223.5	211.5	162	198.5	223.5	-0.860525581	-0.3309481	-0.952620299	-0.844129089	-0.16609314	-0.252387162	-1.078406345	-0.754282472
GRMZM2G101480	grmzm2g101480_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.034361184	3773.5	4647	3626.5	3290	4417	4772	3943.5	3668.5	4445	2944.5	3988.5	4623	4214	4181	4806.5	4314.5	5520	5556.5	-0.079943004	0.007470282	-0.216612465	-0.345760459	-0.121919901	0.145400665	-0.485191624	-0.59898614
GRMZM2G440529	grmzm2g440529_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.10204841	251	187	256	193	234.5	217	153.5	147	197.5	248.5	226.5	175.5	252	284	219	206	152	222	0.148176314	0.09156724	0.022720077	-0.557290082	0.098657053	0.075050705	0.014167332	-0.594743522
GRMZM2G313058	grmzm2g313058_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.025742247	43	61.5	58	49	61	60	41	32	31	28	38	53.5	76.5	65.5	31	23	25.5	47	0.178337241	0.201047519	-0.399406848	-0.418713157	0.976541027	1.38332864	0.685126663	-0.554588852
GRMZM5G800112	grmzm5g800112_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.426474183	6943	5956.5	6018	5666.5	5879	6654.5	6190.5	5940.5	5692.5	4785	7558.5	5619	5665	5655	6197.5	5567.5	6161.5	6465.5	-0.122540786	0.084151461	0.087208151	0.002930883	-0.076115588	0.257300617	0.006774325	-0.122177578
GRMZM2G083749	grmzm2g083749_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.062017577	673.5	602.5	654.5	671.5	668	824.5	620	587	707	627	629.5	433	582	561	585	561	499.5	629.5	0.097471568	0.476594216	0.169374039	0.259386629	0.191411478	0.555518723	0.311783537	-0.100845875
GRMZM2G030123	grmzm2g030123_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.786921471	738	668	637.5	565	586.5	636	463	476.5	509	490	856	579	556.5	605	566.5	512.5	458.5	493	-0.21398998	0.206284754	0.196043654	-0.098684275	0.050055152	0.311474761	0.01409046	-0.049111432
