GeneID	Chromosome	Chromosome start	Type of variation	cor
GRMZM2G374596	chr1	247927040	DownCNV/PAV	0.756212754
GRMZM2G414047	chr1	250289217	DownCNV/PAV	0.838582241
GRMZM2G703981	chr1	250583859	UpCNV	0.714933956
GRMZM2G316774	chr1	250786432	DownCNV/PAV	
GRMZM2G316775	chr1	250786834	DownCNV/PAV	
GRMZM2G103657	chr1	251137191	DownCNV/PAV	0.842245125
GRMZM2G472643	chr1	252362254	DownCNV/PAV	0.878667529
GRMZM2G457672	chr1	252740809	DownCNV/PAV	
GRMZM2G021055	chr1	252798454	DownCNV/PAV	0.885823019
GRMZM2G438077	chr1	254464578	DownCNV/PAV	0.928730278
GRMZM2G376494	chr1	254620764	UpCNV	
GRMZM2G010154	chr1	254675214	UpCNV	0.649261624
GRMZM2G703995	chr1	255225772	DownCNV/PAV	0.717544092
GRMZM2G106552	chr1	256383763	DownCNV/PAV	0.867297574
GRMZM2G106515	chr1	256383763	DownCNV/PAV	
GRMZM2G406269	chr1	256927410	DownCNV/PAV	0.676478189
GRMZM2G004487	chr1	257300563	DownCNV/PAV	0.744824221
GRMZM2G049660	chr1	257331914	UpCNV	
GRMZM2G067919	chr1	257414884	DownCNV/PAV	0.861837973
GRMZM2G303426	chr1	257971907	DownCNV/PAV	0.850777847
GRMZM2G704008	chr1	259175581	DownCNV/PAV	
GRMZM2G114129	chr1	259218614	DownCNV/PAV	
GRMZM2G068476	chr1	261316596	DownCNV/PAV	0.93097634
GRMZM2G351232	chr1	261565829	UpCNV	0.794815805
GRMZM2G063291	chr1	261681285	DownCNV/PAV	0.837937588
GRMZM2G122018	chr1	262078547	DownCNV/PAV	0.738335503
GRMZM2G704028	chr1	263403204	DownCNV/PAV	
GRMZM2G036927	chr1	263632870	DownCNV/PAV	
GRMZM2G400092	chr1	264119833	DownCNV/PAV	0.710231749
AC230023.2_FG003	chr1	265595892	UpCNV	
GRMZM2G052701	chr1	265649177	DownCNV/PAV	
GRMZM2G704039	chr1	265737610	DownCNV/PAV	
GRMZM2G004106	chr1	266232484	DownCNV/PAV	0.868861885
GRMZM2G100726	chr1	266418268	DownCNV/PAV	0.533782506
GRMZM2G126032	chr1	267216578	DownCNV/PAV	0.896025107
GRMZM2G127559	chr1	267396396	DownCNV/PAV	0.909846662
GRMZM2G127521	chr1	267404967	DownCNV/PAV	0.746331277
GRMZM2G476973	chr1	267712361	DownCNV/PAV	0.874676285
GRMZM2G044898	chr1	267939696	DownCNV/PAV	0.930691909
GRMZM2G457346	chr1	267993971	DownCNV/PAV	0.843339953
GRMZM2G155738	chr1	267995364	DownCNV/PAV	
GRMZM2G155760	chr1	268003891	DownCNV/PAV	0.377570155
GRMZM2G059964	chr1	268175303	DownCNV/PAV	0.869994744
GRMZM2G050102	chr1	268482793	DownCNV/PAV	
GRMZM2G179490	chr1	270188094	DownCNV/PAV	0.670411128
GRMZM2G058884	chr1	271601318	DownCNV/PAV	0.826635652
GRMZM2G431318	chr1	272781701	DownCNV/PAV	
GRMZM2G095519	chr1	273521486	DownCNV/PAV	0.272449101
GRMZM2G449558	chr1	274050687	DownCNV/PAV	0.821849792
GRMZM2G128564	chr1	274632098	DownCNV/PAV	0.899378761
GRMZM2G377131	chr1	274697301	DownCNV/PAV	0.918154347
GRMZM2G010037	chr1	275190747	DownCNV/PAV	0.876453505
GRMZM2G147532	chr1	275303596	DownCNV/PAV	
GRMZM2G016671	chr1	275340289	DownCNV/PAV	0.899084213
GRMZM2G063082	chr1	275594991	DownCNV/PAV	0.549291372
GRMZM2G464782	chr1	276042011	DownCNV/PAV	0.887213398
GRMZM2G087095	chr1	276319903	DownCNV/PAV	0.887614677
GRMZM2G071133	chr1	276706040	DownCNV/PAV	0.72284603
GRMZM2G704066	chr1	276719651	DownCNV/PAV	
GRMZM2G437711	chr1	277495544	DownCNV/PAV	0.506438144
GRMZM2G147589	chr1	277637644	DownCNV/PAV	0.704420931
GRMZM2G118809	chr1	277846629	DownCNV/PAV	0.820535715
GRMZM2G159715	chr1	278342274	DownCNV/PAV	0.782668013
GRMZM2G047456	chr1	278574459	DownCNV/PAV	0.869009916
AC186424.4_FG009	chr1	278662957	UpCNV	0.720013208
GRMZM2G063663	chr1	278786773	DownCNV/PAV	0.756121135
AC186902.4_FG009	chr1	278857496	UpCNV	
GRMZM2G312239	chr1	279601146	DownCNV/PAV	0.728120418
GRMZM2G376661	chr1	279771947	DownCNV/PAV	0.861523716
GRMZM2G072653	chr1	279781644	DownCNV/PAV	0.777190371
GRMZM2G072814	chr1	279797467	DownCNV/PAV	0.74130183
GRMZM2G039978	chr1	279988839	DownCNV/PAV	0.755269734
GRMZM2G177046	chr1	280344529	DownCNV/PAV	0.721754518
GRMZM2G176940	chr1	280725579	DownCNV/PAV	0.661175288
GRMZM2G065214	chr1	282045726	DownCNV/PAV	0.881526113
GRMZM2G392026	chr1	282310505	DownCNV/PAV	
GRMZM2G461332	chr1	282407641	DownCNV/PAV	0.774921874
GRMZM2G160201	chr1	282411188	DownCNV/PAV	0.74185808
GRMZM2G065374	chr1	282552547	DownCNV/PAV	0.921480123
GRMZM2G163240	chr1	283037585	DownCNV/PAV	0.146846686
GRMZM2G108807	chr1	283135148	DownCNV/PAV	0.257428019
GRMZM2G108819	chr1	283138734	DownCNV/PAV	
GRMZM2G108828	chr1	283139916	DownCNV/PAV	0.127023696
GRMZM2G108833	chr1	283158331	DownCNV/PAV	0.335228135
GRMZM2G143324	chr1	283377202	DownCNV/PAV	
GRMZM2G143317	chr1	283378419	DownCNV/PAV	0.087766566
GRMZM2G013248	chr1	283724617	DownCNV/PAV	
GRMZM2G361220	chr1	283979545	DownCNV/PAV	0.921111451
GRMZM2G361242	chr1	285558975	DownCNV/PAV	0.719818082
GRMZM2G478779	chr1	286260681	DownCNV/PAV	0.809141019
GRMZM2G073508	chr1	286339445	DownCNV/PAV	0.373976969
GRMZM2G133023	chr1	286633569	DownCNV/PAV	0.864259027
GRMZM2G448925	chr1	286672206	DownCNV/PAV	0.708905515
GRMZM2G019446	chr1	286993063	DownCNV/PAV	0.873814731
GRMZM2G321413	chr1	287118810	DownCNV/PAV	0.713015547
GRMZM2G016150	chr1	287121499	DownCNV/PAV	0.550185412
GRMZM2G046191	chr1	287175017	DownCNV/PAV	0.727031115
GRMZM2G574534	chr1	287826281	DownCNV/PAV	0.55100905
GRMZM2G137321	chr1	288226437	UpCNV	0.907784483
GRMZM2G704124	chr1	288398528	DownCNV/PAV	0.65465614
GRMZM2G101682	chr1	288413583	DownCNV/PAV	0.784541979
GRMZM2G151249	chr1	288740488	DownCNV/PAV	0.894156345
GRMZM2G047595	chr1	289053795	DownCNV/PAV	
GRMZM2G432560	chr1	289217903	UpCNV	
GRMZM2G123838	chr1	289348666	DownCNV/PAV	0.747871103
GRMZM2G041404	chr1	289353183	DownCNV/PAV	
GRMZM2G049432	chr1	289381143	Both	0.635776359
GRMZM2G392563	chr1	289503468	DownCNV/PAV	
GRMZM2G092746	chr1	289506772	DownCNV/PAV	0.594634252
GRMZM2G370275	chr1	289977160	DownCNV/PAV	0.656793468
GRMZM2G138330	chr1	290051887	DownCNV/PAV	0.907082981
GRMZM2G704127	chr1	290370480	DownCNV/PAV	
GRMZM2G704133	chr1	290826331	DownCNV/PAV	0.760403731
GRMZM2G347043	chr1	291031205	DownCNV/PAV	0.906757281
GRMZM2G151997	chr1	291280265	DownCNV/PAV	0.837815243
GRMZM2G017470	chr1	292270387	DownCNV/PAV	0.89403601
GRMZM2G093712	chr1	292335317	DownCNV/PAV	0.528802116
GRMZM2G093725	chr1	292351851	DownCNV/PAV	0.508349597
GRMZM2G028842	chr1	293266425	DownCNV/PAV	
GRMZM2G138643	chr1	293270748	DownCNV/PAV	
GRMZM2G304190	chr1	293334031	DownCNV/PAV	
GRMZM2G007817	chr1	293443233	DownCNV/PAV	
GRMZM2G060735	chr1	293484135	DownCNV/PAV	
AC211892.4_FG002	chr1	293806559	DownCNV/PAV	0.924609455
GRMZM2G123762	chr1	293806559	DownCNV/PAV	
AC177926.2_FG003	chr1	294479887	DownCNV/PAV	0.854098977
GRMZM2G470382	chr1	295647161	DownCNV/PAV	0.48211409
AC209016.3_FG010	chr1	296135875	DownCNV/PAV	0.701393736
AC217374.3_FG006	chr1	296314744	DownCNV/PAV	0.383736595
AC217374.3_FG001	chr1	296347010	UpCNV	0.838149756
GRMZM2G024374	chr1	297204129	DownCNV/PAV	
GRMZM2G422671	chr1	297841984	DownCNV/PAV	0.850956725
GRMZM2G425296	chr1	297917793	UpCNV	
GRMZM2G123527	chr1	297972394	DownCNV/PAV	
GRMZM2G704160	chr1	298478389	DownCNV/PAV	0.641235662
AC203966.5_FG002	chr1	298523869	DownCNV/PAV	0.67222156
AC209212.3_FG005	chr1	298569143	DownCNV/PAV	0.603964172
GRMZM2G018974	chr1	299113954	DownCNV/PAV	0.6862867
AC177899.2_FG012	chr1	299229920	DownCNV/PAV	0.879763713
GRMZM2G423927	chr1	299897721	DownCNV/PAV	0.785524659
GRMZM2G147266	chr10	768292	DownCNV/PAV	0.918549014
GRMZM2G142552	chr10	1379748	DownCNV/PAV	
GRMZM2G104638	chr10	1424765	DownCNV/PAV	0.856983999
GRMZM2G180205	chr10	1529665	UpCNV	0.843209075
GRMZM2G180251	chr10	1601518	DownCNV/PAV	0.725382824
GRMZM2G180262	chr10	1627133	DownCNV/PAV	0.790394065
GRMZM2G172487	chr10	2113171	DownCNV/PAV	0.734726917
GRMZM2G470974	chr10	2115523	DownCNV/PAV	
GRMZM2G172575	chr10	2118669	DownCNV/PAV	0.577636004
GRMZM2G172586	chr10	2121963	DownCNV/PAV	0.581362307
GRMZM2G127393	chr10	2140200	DownCNV/PAV	0.922241784
GRMZM2G127379	chr10	2165077	DownCNV/PAV	0.862255428
AC234175.1_FG009	chr10	2359527	DownCNV/PAV	
GRMZM2G068745	chr10	2586896	DownCNV/PAV	0.856869503
GRMZM2G356817	chr10	2686086	UpCNV	0.728368276
GRMZM2G356839	chr10	2693116	DownCNV/PAV	0.806554232
AC152495.1_FG002	chr10	2806140	DownCNV/PAV	0.702361872
AC152495.1_FG003	chr10	2823380	DownCNV/PAV	
AC152495.1_FG012	chr10	2908444	UpCNV	0.602779369
AC152495.1_FG015	chr10	2927435	DownCNV/PAV	0.618622701
AC152495.1_FG017	chr10	2964271	DownCNV/PAV	0.694149432
AC152495.1_FG018	chr10	2968067	DownCNV/PAV	
GRMZM2G069382	chr10	3095242	DownCNV/PAV	0.599781555
GRMZM2G083246	chr10	3168819	DownCNV/PAV	0.567469274
GRMZM2G143769	chr10	3209799	DownCNV/PAV	0.494963632
GRMZM2G443939	chr10	3224256	DownCNV/PAV	0.634458289
GRMZM2G349565	chr10	3290020	DownCNV/PAV	0.512636098
GRMZM2G003625	chr10	3372919	DownCNV/PAV	
GRMZM2G005134	chr10	3506592	DownCNV/PAV	0.49133403
GRMZM2G005207	chr10	3518094	DownCNV/PAV	0.747253376
GRMZM2G093997	chr10	3755306	DownCNV/PAV	
GRMZM2G361968	chr10	3813689	DownCNV/PAV	0.580696838
GRMZM2G044736	chr10	3833959	DownCNV/PAV	0.843841452
GRMZM2G125001	chr10	3919081	UpCNV	0.703225707
GRMZM2G044372	chr10	4037651	DownCNV/PAV	0.807808251
GRMZM2G003750	chr10	4190621	DownCNV/PAV	0.899351037
GRMZM2G031317	chr10	4262661	DownCNV/PAV	0.763252827
GRMZM2G031033	chr10	4302003	DownCNV/PAV	0.84611339
GRMZM2G159208	chr10	4633472	UpCNV	0.632980643
GRMZM2G159193	chr10	4634596	UpCNV	0.646852847
GRMZM2G159179	chr10	4638966	UpCNV	0.656070678
AC218932.3_FG009	chr10	4645467	Both	0.630595446
GRMZM2G702950	chr10	4814027	DownCNV/PAV	0.65489669
GRMZM2G016370	chr10	4915524	UpCNV	0.680911224
AC194104.3_FG007	chr10	4918649	DownCNV/PAV	0.728593281
GRMZM2G338454	chr10	4988742	UpCNV	0.769038974
GRMZM2G413275	chr10	5235852	DownCNV/PAV	0.702641439
GRMZM2G084278	chr10	6494548	DownCNV/PAV	
GRMZM2G333929	chr10	6982671	DownCNV/PAV	
GRMZM2G153409	chr10	8029709	DownCNV/PAV	0.900310237
AC215313.3_FG003	chr10	9128724	DownCNV/PAV	
GRMZM2G142019	chr10	9142381	DownCNV/PAV	0.927823242
GRMZM2G132273	chr10	10103525	DownCNV/PAV	0.865078562
GRMZM2G433484	chr10	10117197	DownCNV/PAV	0.471490385
GRMZM2G402493	chr10	10151283	DownCNV/PAV	0.771884842
GRMZM2G103662	chr10	10166088	DownCNV/PAV	0.913610875
GRMZM2G704242	chr10	11478271	DownCNV/PAV	
GRMZM2G392513	chr10	11482321	DownCNV/PAV	0.668450201
AC198721.3_FG002	chr10	12436229	DownCNV/PAV	0.637906734
GRMZM2G704283	chr10	12899060	UpCNV	
GRMZM2G169418	chr10	13886897	UpCNV	0.762837695
GRMZM2G180693	chr10	15927322	Both	
GRMZM2G081140	chr10	18554981	UpCNV	
GRMZM2G169240	chr10	19188172	DownCNV/PAV	0.912611245
AC208649.4_FG003	chr10	19421620	DownCNV/PAV	0.696959602
GRMZM2G704496	chr10	21754301	UpCNV	
GRMZM2G075283	chr10	22341002	DownCNV/PAV	0.894354853
GRMZM2G335694	chr10	22546402	DownCNV/PAV	
GRMZM2G009196	chr10	24732770	DownCNV/PAV	0.856256203
GRMZM2G121625	chr10	25322538	DownCNV/PAV	0.888307176
AC202091.4_FG003	chr10	25675333	UpCNV	0.54026233
GRMZM2G316593	chr10	26726481	Both	0.907422995
GRMZM2G303319	chr10	26991753	DownCNV/PAV	0.895555098
GRMZM2G027551	chr10	27422118	Both	0.670421996
GRMZM2G700178	chr10	30133254	UpCNV	0.728531021
GRMZM2G073943	chr10	30340265	DownCNV/PAV	0.887805513
GRMZM2G064008	chr10	31408300	UpCNV	0.834745107
GRMZM2G415726	chr10	32871625	DownCNV/PAV	0.808606421
AC188722.3_FG002	chr10	34733635	UpCNV	0.77727109
GRMZM2G479834	chr10	35442762	UpCNV	0.727987585
GRMZM2G700239	chr10	36426372	UpCNV	0.810927963
GRMZM2G084597	chr10	37294895	DownCNV/PAV	0.862209019
GRMZM2G336813	chr10	37896052	DownCNV/PAV	0.808671165
GRMZM2G073371	chr10	38172191	DownCNV/PAV	0.748143434
GRMZM2G114119	chr10	38408659	DownCNV/PAV	0.888593965
GRMZM2G700275	chr10	38427106	DownCNV/PAV	0.835751407
GRMZM2G127087	chr10	39734712	DownCNV/PAV	0.874564985
GRMZM2G383778	chr10	41162165	DownCNV/PAV	0.734760164
GRMZM2G092024	chr10	41302032	UpCNV	0.670900804
GRMZM2G049930	chr10	43077273	UpCNV	0.775446599
GRMZM2G005917	chr10	44283410	DownCNV/PAV	
AC214791.2_FG002	chr10	45542484	DownCNV/PAV	0.742934755
GRMZM2G049892	chr10	45959391	UpCNV	0.754986188
GRMZM2G069606	chr10	48247325	DownCNV/PAV	
GRMZM2G108362	chr10	56644431	Both	0.842573285
GRMZM2G439116	chr10	58379892	DownCNV/PAV	0.787199344
GRMZM2G316371	chr10	60659242	DownCNV/PAV	0.730147035
GRMZM2G167018	chr10	60800103	DownCNV/PAV	0.865477083
GRMZM2G109515	chr10	61965717	DownCNV/PAV	0.833101755
GRMZM2G002391	chr10	63023926	DownCNV/PAV	0.908079483
GRMZM2G356897	chr10	64149514	DownCNV/PAV	0.620840328
GRMZM2G038501	chr10	68302381	DownCNV/PAV	0.842520275
GRMZM2G071475	chr10	68323303	DownCNV/PAV	0.816993747
GRMZM2G391639	chr10	69566648	DownCNV/PAV	0.667966269
GRMZM2G471579	chr10	70127380	DownCNV/PAV	0.737085952
GRMZM2G453347	chr10	70821213	DownCNV/PAV	
GRMZM2G355959	chr10	71452622	DownCNV/PAV	0.9197702
GRMZM2G107595	chr10	71684637	DownCNV/PAV	0.745945218
GRMZM2G700899	chr10	71698408	DownCNV/PAV	0.750528492
GRMZM2G407393	chr10	71819550	DownCNV/PAV	
GRMZM2G700927	chr10	73397305	DownCNV/PAV	0.602801208
GRMZM2G148316	chr10	73489491	DownCNV/PAV	0.759768415
GRMZM2G465812	chr10	73579347	DownCNV/PAV	0.688322914
GRMZM2G117319	chr10	73751995	DownCNV/PAV	0.664933513
GRMZM2G008977	chr10	73913361	DownCNV/PAV	
GRMZM2G380765	chr10	74036896	DownCNV/PAV	0.667952021
GRMZM2G074309	chr10	74068595	DownCNV/PAV	0.658577397
GRMZM2G165775	chr10	74723519	DownCNV/PAV	0.801827423
GRMZM2G054931	chr10	81282430	DownCNV/PAV	
GRMZM2G375531	chr10	81283444	DownCNV/PAV	
GRMZM2G172163	chr10	82272480	DownCNV/PAV	
AC193645.3_FG006	chr10	82292599	DownCNV/PAV	
GRMZM2G178942	chr10	82301312	DownCNV/PAV	
GRMZM2G030181	chr10	83546764	DownCNV/PAV	0.882238892
GRMZM2G701188	chr10	83683973	DownCNV/PAV	0.680027977
AC194136.3_FG001	chr10	85354376	DownCNV/PAV	
GRMZM2G060822	chr10	85434343	UpCNV	0.602858845
AC198787.3_FG004	chr10	85733048	DownCNV/PAV	0.810717244
GRMZM2G050829	chr10	85758971	DownCNV/PAV	0.497889972
GRMZM2G022740	chr10	85807342	DownCNV/PAV	0.885717425
AC205413.4_FG003	chr10	85955857	DownCNV/PAV	
GRMZM2G325332	chr10	87108301	DownCNV/PAV	0.825221123
GRMZM2G059517	chr10	88322885	DownCNV/PAV	0.902872815
GRMZM2G108251	chr10	90048966	UpCNV	
GRMZM2G405584	chr10	90070930	Both	
GRMZM2G072632	chr10	90184095	DownCNV/PAV	0.648252267
GRMZM2G332423	chr10	90335711	DownCNV/PAV	0.811938718
GRMZM2G392716	chr10	90613085	UpCNV	
GRMZM2G168499	chr10	90850169	DownCNV/PAV	0.805463903
AC188000.3_FG003	chr10	91691201	UpCNV	0.440756775
AC199571.3_FG003	chr10	93151105	DownCNV/PAV	0.668692407
GRMZM2G701389	chr10	93737485	DownCNV/PAV	0.678909744
GRMZM2G169614	chr10	95377982	Both	
GRMZM2G436448	chr10	96564290	DownCNV/PAV	0.904593084
GRMZM2G436455	chr10	96571254	DownCNV/PAV	0.913482732
GRMZM2G098677	chr10	97176703	DownCNV/PAV	0.766010826
GRMZM2G098697	chr10	97187171	DownCNV/PAV	0.771453149
GRMZM2G397785	chr10	97224956	DownCNV/PAV	0.768080446
GRMZM2G158305	chr10	97490664	DownCNV/PAV	0.497349488
GRMZM2G701473	chr10	97510074	DownCNV/PAV	
GRMZM2G019246	chr10	99119184	DownCNV/PAV	0.888177547
GRMZM2G177203	chr10	99247349	DownCNV/PAV	0.915429407
GRMZM2G455413	chr10	99885393	UpCNV	0.782265755
GRMZM2G455420	chr10	99886721	UpCNV	
GRMZM2G096610	chr10	99940022	DownCNV/PAV	0.859706907
AC204711.3_FG003	chr10	102192123	DownCNV/PAV	0.90755521
GRMZM2G452744	chr10	103039261	UpCNV	0.843441825
GRMZM2G701602	chr10	103439842	DownCNV/PAV	0.762026346
GRMZM2G086702	chr10	104342185	DownCNV/PAV	0.859533457
GRMZM2G148508	chr10	105286146	UpCNV	
GRMZM2G119881	chr10	105446305	UpCNV	
AC200045.3_FG006	chr10	105965115	DownCNV/PAV	0.827999835
GRMZM2G010599	chr10	106109505	DownCNV/PAV	0.846825959
GRMZM2G343058	chr10	106253594	DownCNV/PAV	
GRMZM2G165149	chr10	106262729	DownCNV/PAV	
GRMZM2G139512	chr10	106295477	DownCNV/PAV	0.911914074
GRMZM2G701673	chr10	106622134	DownCNV/PAV	0.816683857
GRMZM2G327037	chr10	107573667	UpCNV	
GRMZM2G152708	chr10	108408919	DownCNV/PAV	0.676012756
GRMZM2G439668	chr10	109081735	DownCNV/PAV	
GRMZM2G423486	chr10	109141328	DownCNV/PAV	0.440248249
GRMZM2G426243	chr10	109191969	DownCNV/PAV	0.490946982
GRMZM2G034206	chr10	109916612	DownCNV/PAV	0.809733487
GRMZM2G023194	chr10	111608015	DownCNV/PAV	0.922185877
GRMZM2G317406	chr10	111672372	DownCNV/PAV	0.884063434
GRMZM2G424261	chr10	111945930	DownCNV/PAV	0.863372636
GRMZM2G138355	chr10	112036449	DownCNV/PAV	0.893024337
GRMZM2G466048	chr10	112921369	DownCNV/PAV	0.7736374
GRMZM2G701834	chr10	113783127	DownCNV/PAV	0.766915398
GRMZM2G045844	chr10	114668586	DownCNV/PAV	0.872137003
GRMZM2G179005	chr10	115315980	DownCNV/PAV	0.818063659
GRMZM2G042811	chr10	115491233	DownCNV/PAV	0.539986507
GRMZM2G418875	chr10	115493369	DownCNV/PAV	
GRMZM2G168263	chr10	115524356	DownCNV/PAV	
GRMZM2G329119	chr10	115531918	DownCNV/PAV	0.728327444
GRMZM2G135378	chr10	115565194	DownCNV/PAV	0.668529664
GRMZM2G052100	chr10	115864717	DownCNV/PAV	0.676673856
GRMZM2G022382	chr10	116211269	DownCNV/PAV	0.634922993
GRMZM2G175549	chr10	116422564	DownCNV/PAV	0.859708206
GRMZM2G366633	chr10	116674504	Both	
GRMZM2G420870	chr10	116898080	DownCNV/PAV	0.569103518
GRMZM2G136544	chr10	117422555	DownCNV/PAV	0.859769576
GRMZM2G033437	chr10	117463040	UpCNV	0.686756329
GRMZM2G033339	chr10	117515772	DownCNV/PAV	0.582963588
GRMZM2G353185	chr10	117816064	DownCNV/PAV	
GRMZM2G701966	chr10	118549055	DownCNV/PAV	0.532566326
GRMZM2G158029	chr10	118610193	UpCNV	0.906034875
GRMZM2G125476	chr10	118735860	DownCNV/PAV	0.584434496
GRMZM2G450863	chr10	119294698	DownCNV/PAV	0.680528204
GRMZM2G096695	chr10	119562424	DownCNV/PAV	0.848579643
GRMZM2G300242	chr10	120182924	DownCNV/PAV	
GRMZM2G432846	chr10	120274984	DownCNV/PAV	0.797491673
GRMZM2G097504	chr10	120395299	DownCNV/PAV	0.582974408
GRMZM2G043300	chr10	121019303	DownCNV/PAV	0.860279851
GRMZM2G135608	chr10	121103863	DownCNV/PAV	0.757211138
GRMZM2G069905	chr10	121189821	DownCNV/PAV	0.731786854
GRMZM2G125233	chr10	121930033	DownCNV/PAV	0.904066957
GRMZM2G039723	chr10	122103236	DownCNV/PAV	0.703935288
GRMZM2G162845	chr10	122234651	DownCNV/PAV	0.704508922
GRMZM2G107299	chr10	122911740	DownCNV/PAV	0.886801481
GRMZM2G171383	chr10	122971815	DownCNV/PAV	0.914868618
GRMZM2G032143	chr10	123270084	DownCNV/PAV	0.6389184
GRMZM2G041183	chr10	123279276	DownCNV/PAV	
GRMZM2G064311	chr10	123534967	DownCNV/PAV	0.726318761
GRMZM2G003916	chr10	124433488	DownCNV/PAV	0.904019777
GRMZM2G133077	chr10	124752028	DownCNV/PAV	0.854629327
GRMZM2G065284	chr10	124799804	UpCNV	0.837508621
GRMZM2G041513	chr10	125619607	DownCNV/PAV	0.798829053
GRMZM2G167280	chr10	126255507	DownCNV/PAV	0.830726418
GRMZM2G702244	chr10	126447401	DownCNV/PAV	
GRMZM2G070279	chr10	127263884	DownCNV/PAV	0.889257456
GRMZM2G137920	chr10	127561641	DownCNV/PAV	0.694058565
AC216229.3_FG002	chr10	127635398	DownCNV/PAV	0.832924205
GRMZM2G396049	chr10	127901894	DownCNV/PAV	
GRMZM2G315885	chr10	127921183	DownCNV/PAV	
GRMZM2G101393	chr10	128590770	DownCNV/PAV	0.924159896
AC226227.2_FG004	chr10	128616026	DownCNV/PAV	0.717085811
GRMZM2G109668	chr10	129201472	DownCNV/PAV	0.854841036
GRMZM2G456914	chr10	129853579	UpCNV	
GRMZM2G051866	chr10	130024463	DownCNV/PAV	0.687840822
GRMZM2G146809	chr10	130675192	DownCNV/PAV	0.849317558
GRMZM2G096090	chr10	130734473	DownCNV/PAV	0.869029517
GRMZM2G034651	chr10	131224283	DownCNV/PAV	0.513531136
GRMZM2G380145	chr10	131284423	DownCNV/PAV	
GRMZM2G046755	chr10	131707667	DownCNV/PAV	0.935544855
GRMZM2G046952	chr10	131719573	DownCNV/PAV	0.870346092
GRMZM2G046841	chr10	132025739	DownCNV/PAV	0.915673289
GRMZM2G468855	chr10	132255592	DownCNV/PAV	0.896729576
GRMZM2G034056	chr10	132525104	DownCNV/PAV	
GRMZM2G702390	chr10	132558030	DownCNV/PAV	
GRMZM2G702391	chr10	132558699	DownCNV/PAV	
GRMZM2G054591	chr10	132961479	DownCNV/PAV	0.738926394
GRMZM2G098442	chr10	133123703	DownCNV/PAV	0.892244666
GRMZM2G702417	chr10	133414644	DownCNV/PAV	0.815723938
GRMZM2G018631	chr10	134188364	DownCNV/PAV	0.860476682
GRMZM2G322586	chr10	134191176	DownCNV/PAV	0.668740406
GRMZM2G149178	chr10	134437632	DownCNV/PAV	0.883764982
GRMZM2G031280	chr10	134628623	DownCNV/PAV	0.806350447
AC233979.1_FG011	chr10	134811601	DownCNV/PAV	0.641855994
GRMZM2G040734	chr10	135734807	DownCNV/PAV	
GRMZM2G702514	chr10	135966410	DownCNV/PAV	0.68065838
GRMZM2G077082	chr10	136338864	DownCNV/PAV	0.670511952
AC199370.4_FG006	chr10	136373515	DownCNV/PAV	
GRMZM2G702532	chr10	136597318	DownCNV/PAV	
GRMZM2G001363	chr10	136733090	DownCNV/PAV	0.74595985
GRMZM2G090230	chr10	137017036	DownCNV/PAV	0.901517383
GRMZM2G702578	chr10	137104120	DownCNV/PAV	0.746087442
GRMZM2G105775	chr10	137899920	DownCNV/PAV	0.750142801
AF466202.2_FG011	chr10	138298832	DownCNV/PAV	
GRMZM2G143964	chr10	138366806	DownCNV/PAV	0.86056856
GRMZM2G429000	chr10	138444088	DownCNV/PAV	0.847054996
GRMZM2G391269	chr10	138464719	DownCNV/PAV	0.664075689
GRMZM2G091579	chr10	138518447	DownCNV/PAV	0.847721013
GRMZM2G392040	chr10	138830082	DownCNV/PAV	0.59018706
GRMZM2G427486	chr10	138994657	DownCNV/PAV	0.901978125
GRMZM2G379546	chr10	139139973	DownCNV/PAV	0.838566907
GRMZM2G702652	chr10	139297340	UpCNV	
GRMZM2G081557	chr10	139717389	DownCNV/PAV	0.875412499
GRMZM2G150107	chr10	139809272	DownCNV/PAV	0.821961263
GRMZM2G397848	chr10	139823178	DownCNV/PAV	
AC208110.2_FG005	chr10	140373508	DownCNV/PAV	0.815484513
GRMZM2G179953	chr10	140642604	DownCNV/PAV	
GRMZM2G120940	chr10	140766913	DownCNV/PAV	0.754356388
GRMZM2G018462	chr10	141116904	DownCNV/PAV	0.873580975
GRMZM2G438178	chr10	141466898	DownCNV/PAV	0.560886691
GRMZM2G032282	chr10	141554902	DownCNV/PAV	0.779235166
GRMZM2G031529	chr10	141584658	DownCNV/PAV	0.927082738
GRMZM2G101675	chr10	142204229	DownCNV/PAV	
GRMZM2G030009	chr10	142483557	DownCNV/PAV	0.738731228
GRMZM2G326066	chr10	142758506	DownCNV/PAV	0.85585154
GRMZM2G480282	chr10	143274162	DownCNV/PAV	0.402279801
GRMZM2G324767	chr10	143310516	DownCNV/PAV	0.770616568
GRMZM2G097854	chr10	143333702	DownCNV/PAV	0.887798168
GRMZM2G702795	chr10	143616573	DownCNV/PAV	
GRMZM2G000620	chr10	143722815	DownCNV/PAV	0.824008439
GRMZM2G316721	chr10	143960564	DownCNV/PAV	
GRMZM2G443819	chr10	144007991	DownCNV/PAV	0.914350481
GRMZM2G443836	chr10	144015340	DownCNV/PAV	0.479086901
GRMZM2G037226	chr10	144024483	DownCNV/PAV	0.906545871
GRMZM2G136970	chr10	144230955	DownCNV/PAV	0.828202255
GRMZM2G136964	chr10	144234437	DownCNV/PAV	0.860679038
GRMZM2G445616	chr10	145020461	DownCNV/PAV	0.839152709
